epoch,train_loss,validation_loss,test_loss
1,0.0904606212536956,0.07368619160519706,0.0571604466272725
2,0.07582317899132884,0.07138809727297889,0.05585690442886618
3,0.0729870867244033,0.06995694546235932,0.05490951923032602
4,0.07107105244730794,0.06895289652877384,0.05387773488958677
5,0.06770683339861937,0.06765553976098697,0.05293690496020847
6,0.0664490956033385,0.06657304697566563,0.051745340021120176
7,0.06442338929966439,0.0652793939742777,0.0507845605413119
8,0.06187186182238335,0.06430746532148784,0.04962667636573315
9,0.06073578195862992,0.0633083399799135,0.048642255986730255
10,0.05773778190446455,0.06205990579393175,0.04756251681182119
11,0.056884241918491764,0.06105254797471894,0.04677430974940459
12,0.0565890297293663,0.06054546725418833,0.04596006642613146
13,0.0527018446821806,0.05930907610389921,0.045104418570796646
14,0.05261249099533225,0.058281892703639135,0.04439831587175528
15,0.05155616063018178,0.057934342987007566,0.043949254891938634
16,0.052841894805084826,0.057221067862378225,0.043454837054014206
17,0.049517846991156425,0.056851872553428016,0.043150894343853
18,0.050164077084424885,0.05633985292580393,0.04288425400025315
19,0.05011491278229758,0.05601766167415513,0.04257727352281412
20,0.04850748909074207,0.0553224061926206,0.042189960885379046
21,0.050485053511206496,0.055526509053177305,0.042266485591729484
22,0.04684365765992985,0.05495535954833031,0.04194749208788077
23,0.04821723976800608,0.05429278645250532,0.04163661040365696
24,0.0470174397666787,0.053559716790914536,0.04128743728829755
25,0.04688994937338108,0.053112275484535426,0.0410840188463529
26,0.0458504238360843,0.05279443206058608,0.040836067042417
27,0.04452635365170102,0.05237050561441316,0.04059607411424319
28,0.04665482936556949,0.051848985668685704,0.04036898704038726
29,0.04448472730122333,0.05159452433387438,0.04031539542807473
30,0.04456124207827934,0.051035784598853856,0.0400592548151811
31,0.045799053295753726,0.05060044096575843,0.03984356899228361
32,0.04509575881583746,0.05027544705404176,0.03969604791038566
33,0.04408426487515139,0.04982624906632635,0.03945197972158591
34,0.044118209850302965,0.04941565419236819,0.03921503759920597
35,0.0439785735811605,0.04895600138439073,0.039082660236292414
36,0.04429792517492937,0.04877579501933522,0.03900283637146155
37,0.0418460167251354,0.048186896161900625,0.03871802923580011
38,0.04349065468061802,0.047909680753946304,0.03859507809910509
39,0.042741079446534776,0.047387927770614624,0.03836597936848799
40,0.04230653256351172,0.04708802327513695,0.03810472786426544
41,0.04253369188585947,0.04672803274459309,0.037921273046069674
42,0.04346163116048935,0.046691667288541794,0.03789489488634798
43,0.04244234746451988,0.04623317511545287,0.037669634032580585
44,0.04231472729250442,0.04609368493159612,0.03756071337395244
45,0.04122014023190321,0.04569233788384332,0.03738102875649929
46,0.040634624270159146,0.04569405855404006,0.03744042250845167
47,0.04195042751556219,0.04543897261222204,0.03715470598803626
48,0.041166332745274835,0.04529415940244993,0.037129352076186076
49,0.04176012266340644,0.04496020533972316,0.036983630102541715
50,0.041637655867393625,0.04507951645387544,0.03708056588139799
