epoch,qtcn1_train_loss,qtcn1_train_auc,qtcn1_val_loss,qtcn1_val_auc,qtcn1_test_loss,qtcn1_test_auc,qtcn2_train_loss,qtcn2_train_auc,qtcn2_val_loss,qtcn2_val_auc,qtcn2_test_loss,qtcn2_test_auc,tcn_train_loss,tcn_train_auc,tcn_val_loss,tcn_val_auc,tcn_test_loss,tcn_test_auc,qlstm_train_loss,qlstm_train_auc,qlstm_val_loss,qlstm_val_auc,qlstm_test_loss,qlstm_test_auc
11,0.614632737,0.758907606,0.631210703,0.716596343,0.618503072,0.740923441,0.609851022,0.799738624,0.635281056,0.73628692,0.590491848,0.753117601,0.687686379,0.641256113,0.689737427,0.617752774,0.55669642,0.768508287,,,,,,
12,0.609179898,0.76544021,0.631576598,0.713627129,0.618503072,0.740923441,0.608132005,0.797135635,0.635262245,0.732575402,0.590491848,0.753117601,0.686849163,0.646480041,0.689147097,0.624824191,0.55669642,0.768508287,,,,,,
13,0.602930571,0.778706476,0.629377204,0.715268011,0.618503072,0.740923441,0.605900437,0.801528403,0.636167234,0.727691827,0.590491848,0.753117601,0.685315959,0.655716163,0.688445801,0.631622128,0.55669642,0.768508287,,,,,,
14,0.597050696,0.784375606,0.628277361,0.720229723,0.618503072,0.740923441,0.603861847,0.809175804,0.632882148,0.737068292,0.590491848,0.753117601,0.684666538,0.650213984,0.687625909,0.637130802,0.55669642,0.768508287,,,,,,
15,0.595155864,0.788635531,0.639944935,0.708509142,0.618503072,0.740923441,0.601574497,0.809393019,0.632008064,0.736677606,0.590491848,0.753117601,0.682808128,0.673881433,0.686747229,0.647093296,0.55669642,0.768508287,,,,,,
16,0.596361515,0.784485111,0.632254833,0.711829973,0.618503072,0.740923441,0.600531806,0.809261972,0.634584105,0.732028442,0.590491848,0.753117601,0.680602032,0.682500018,0.685299975,0.657016721,0.55669642,0.768508287,,,,,,
17,0.594933218,0.784113512,0.638484621,0.721597125,0.618503072,0.740923441,0.598937884,0.811272556,0.634586328,0.731442413,0.590491848,0.753117601,0.67820532,0.691447118,0.683641511,0.665416471,0.55669642,0.768508287,,,,,,
18,0.595244997,0.783781406,0.627875721,0.719799969,0.618503072,0.740923441,0.597440942,0.814173542,0.635271668,0.727809033,0.590491848,0.753117601,0.675272117,0.691165277,0.681579816,0.6727223,0.55669642,0.768508287,,,,,,
19,0.588332694,0.795909538,0.625130689,0.718315362,0.618503072,0.740923441,0.596969479,0.814505648,0.63427586,0.733317706,0.590491848,0.753117601,0.670132981,0.71525459,0.67914781,0.678348179,0.55669642,0.768508287,,,,,,
20,0.586503375,0.800343594,0.624742842,0.720268792,0.618503072,0.740923441,0.595452333,0.814441022,0.635693955,0.732028442,0.590491848,0.753117601,0.665467113,0.719471432,0.676389295,0.68420847,0.55669642,0.768508287,,,,,,
21,0.586456653,0.799381386,0.634722883,0.700031255,0.618503072,0.740923441,0.592985019,0.820180163,0.635578895,0.72929364,0.590491848,0.753117601,0.659234605,0.728409556,0.67227844,0.694639787,0.55669642,0.768508287,,,,,,
22,0.584962066,0.80007432,0.633063638,0.704446007,0.618503072,0.740923441,0.592342214,0.821165708,0.636562848,0.725230505,0.590491848,0.753117601,0.651828775,0.741349102,0.668658572,0.696397875,0.55669642,0.768508287,,,,,,
23,0.584922229,0.797760353,0.623098439,0.723042663,0.618503072,0.740923441,0.590961491,0.821443959,0.636201406,0.727262072,0.590491848,0.753117601,0.644269005,0.748228173,0.663832325,0.700578215,0.55669642,0.768508287,,,,,,
24,0.581217675,0.803948285,0.624028915,0.720073449,0.618503072,0.740923441,0.589232204,0.826100615,0.63728345,0.724058447,0.590491848,0.753117601,0.639325207,0.754154011,0.660310489,0.702375371,0.55669642,0.768508287,,,,,,
25,0.582132985,0.803915972,0.62358551,0.718706048,0.618503072,0.740923441,0.588874753,0.825260478,0.638444901,0.719174871,0.590491848,0.753117601,0.62866535,0.759368964,0.657459992,0.706477575,0.55669642,0.768508287,,,,,,
26,0.577867201,0.809312237,0.622302157,0.721245507,0.618503072,0.740923441,0.588608998,0.824874518,0.636138678,0.724331927,0.590491848,0.753117601,0.620986615,0.769330332,0.652830428,0.707063604,0.55669642,0.768508287,,,,,,
27,0.575494442,0.812213222,0.6254803,0.717729333,0.618503072,0.740923441,0.587407343,0.828183006,0.637279481,0.720346929,0.590491848,0.753117601,0.61553077,0.7652212,0.650600481,0.713275512,0.55669642,0.768508287,,,,,,
28,0.583830904,0.796771217,0.624083561,0.718823254,0.618503072,0.740923441,0.586234142,0.828511521,0.6374883,0.72003438,0.590491848,0.753117601,0.6061448,0.774480659,0.648855156,0.715228942,0.55669642,0.768508287,,,,,,
29,0.576763455,0.810378564,0.62870208,0.715346148,0.618503072,0.740923441,0.585273819,0.830750092,0.638033497,0.712220659,0.590491848,0.753117601,0.605667442,0.768956938,0.648698604,0.719018597,0.55669642,0.768508287,,,,,,
30,0.570569231,0.820512268,0.623908406,0.717221441,0.618503072,0.740923441,0.584500658,0.831952852,0.637322581,0.717104235,0.590491848,0.753117601,0.597877418,0.777180586,0.647186017,0.717260509,0.55669642,0.768508287,,,,,,
31,0.571852115,0.817279177,0.62405507,0.716987029,0.618503072,0.740923441,0.583512493,0.830689056,0.637804681,0.716518206,0.590491848,0.753117601,0.595896686,0.77749474,0.646809393,0.719643694,0.55669642,0.768508287,,,,,,
32,0.573949314,0.811186388,0.635492545,0.723042663,0.618503072,0.740923441,0.582461485,0.834527118,0.637852854,0.712103454,0.590491848,0.753117601,0.588929093,0.784723868,0.646104974,0.718432568,0.55669642,0.768508287,,,,,,
33,0.576035848,0.806147361,0.623758245,0.718666979,0.618503072,0.740923441,0.581886625,0.835760396,0.635498238,0.718510705,0.590491848,0.753117601,0.590599486,0.778062012,0.64561643,0.719526489,0.55669642,0.768508287,,,,,,
34,0.569902733,0.816959638,0.621771377,0.717377715,0.618503072,0.740923441,0.581984757,0.836394089,0.636930603,0.711829973,0.590491848,0.753117601,0.581465506,0.790716127,0.64787178,0.719682763,0.55669642,0.768508287,,,,,,
35,0.576740488,0.807184967,0.625791079,0.713158306,0.618503072,0.740923441,0.581290523,0.835408544,0.637922853,0.712064385,0.590491848,0.753117601,0.579838157,0.78703604,0.645701307,0.721128301,0.55669642,0.768508287,,,,,,
36,0.57161934,0.818358071,0.626449871,0.715932177,0.618503072,0.740923441,0.579681414,0.838564443,0.637220645,0.71081419,0.590491848,0.753117601,0.577527578,0.786641104,0.646100914,0.720659478,0.55669642,0.768508287,,,,,,
37,0.566851395,0.824237235,0.637577671,0.705032036,0.618503072,0.740923441,0.579511414,0.836656183,0.637523609,0.711947179,0.590491848,0.753117601,0.575415975,0.792080452,0.646329528,0.720229723,0.55669642,0.768508287,,,,,,
38,0.567894189,0.819643409,0.621670789,0.722417565,0.618503072,0.740923441,0.578977572,0.838952198,0.637757635,0.712103454,0.590491848,0.753117601,0.57088491,0.795609746,0.644858724,0.721675262,0.55669642,0.768508287,,,,,,
39,0.568640784,0.819634433,0.62028513,0.721206439,0.618503072,0.740923441,0.579293492,0.839770793,0.635741836,0.713431786,0.590491848,0.753117601,0.57021795,0.794249011,0.645501858,0.723238006,0.55669642,0.768508287,,,,,,
40,0.565537827,0.825628487,0.620105898,0.723941241,0.618503072,0.740923441,0.578129007,0.840361403,0.636494386,0.7130411,0.590491848,0.753117601,0.567025577,0.798704609,0.646822906,0.722026879,0.55669642,0.768508287,,,,,,
41,0.563769101,0.827317737,0.620903736,0.720503204,0.618503072,0.740923441,0.577545533,0.84208117,0.634745729,0.715814971,0.590491848,0.753117601,0.566645052,0.795672576,0.645353895,0.724370995,0.55669642,0.768508287,,,,,,
42,0.568853772,0.817911075,0.619988424,0.722183154,0.618503072,0.740923441,0.576981883,0.842144001,0.637782538,0.707844976,0.590491848,0.753117601,0.560896213,0.80258396,0.644953442,0.724410064,0.55669642,0.768508287,,,,,,
43,0.565017546,0.822942921,0.62003895,0.721362713,0.618503072,0.740923441,0.57701652,0.841885497,0.636412084,0.712689483,0.590491848,0.753117601,0.564204901,0.796103416,0.644615179,0.724097515,0.55669642,0.768508287,,,,,,
44,0.566717906,0.819785227,0.618997169,0.723316143,0.618503072,0.740923441,0.575650314,0.843090053,0.637450564,0.70940772,0.590491848,0.753117601,0.563301448,0.797469536,0.646653044,0.725269573,0.55669642,0.768508287,,,,,,
45,0.56024231,0.832511148,0.621162432,0.718627911,0.618503072,0.740923441,0.575731666,0.844843928,0.637036753,0.709837475,0.590491848,0.753117601,0.558815659,0.802874777,0.644727129,0.724449133,0.55669642,0.768508287,,,,,,
46,0.562846145,0.823205015,0.619268894,0.723316143,0.618503072,0.740923441,0.57529205,0.842831549,0.637213284,0.71081419,0.590491848,0.753117601,0.555312788,0.804011116,0.650960523,0.724683544,0.55669642,0.768508287,,,,,,
47,0.564173794,0.824657303,0.622629029,0.715658697,0.618503072,0.740923441,0.573977398,0.844572859,0.635785556,0.709173308,0.590491848,0.753117601,0.558970574,0.802894523,0.645680964,0.725464916,0.55669642,0.768508287,,,,,,
48,0.561929559,0.826617623,0.620700753,0.725308642,0.618503072,0.740923441,0.57487854,0.842702297,0.637654746,0.706907329,0.590491848,0.753117601,0.550435343,0.809041167,0.650586009,0.725816534,0.55669642,0.768508287,,,,,,
49,0.560579839,0.828034008,0.619556999,0.721284576,0.618503072,0.740923441,0.573087162,0.845973087,0.635234815,0.714291296,0.590491848,0.753117601,0.551121925,0.80771095,0.6525204,0.725621191,0.55669642,0.768508287,,,,,,
50,0.563692183,0.82069358,0.619614935,0.726011877,0.618503072,0.740923441,0.572778564,0.846360842,0.637031668,0.706008751,0.590491848,0.753117601,0.551786253,0.805133093,0.647938639,0.724605407,0.55669642,0.768508287,,,,,,
